"","year","generation","sba","Per_Mice"
"546",2005,1,203,75.3846153846154
"547",2005,1,204,60
"548",2005,1,205,72.0338983050847
"549",2005,1,206,81.8181818181818
"550",2005,1,207,74.3119266055046
"551",2005,1,208,51.7241379310345
"552",2005,1,209,40.4040404040404
"553",2005,1,210,90.6666666666667
"554",2005,1,211,89.1156462585034
"555",2005,1,212,67.5213675213675
"556",2005,1,213,87.6106194690265
"557",2005,1,214,58.4905660377358
"558",2005,1,215,93.3333333333333
"559",2005,1,216,53.2467532467533
"560",2005,1,217,64.963503649635
"561",2005,1,218,80.7692307692308
"562",2005,1,301,80
"563",2005,1,302,70.4347826086957
"564",2005,1,303,83.75
"565",2005,1,304,89.4117647058823
"566",2005,1,305,88.9830508474576
"567",2005,1,306,87.7358490566038
"568",2005,1,307,55.9440559440559
"569",2005,1,308,55.6962025316456
"570",2005,1,309,51.8072289156626
"571",2005,1,310,43.4599156118143
"572",2005,1,401,87.0967741935484
"573",2005,1,402,81.6176470588235
"574",2005,1,403,77.1276595744681
"575",2005,1,404,77.1929824561404
"576",2005,1,405,83.3333333333333
"577",2005,1,406,92.4137931034483
"578",2005,1,407,83.5443037974684
"579",2005,1,408,87.3015873015873
"580",2005,1,409,81.3432835820896
"581",2005,1,410,92
"582",2005,1,411,98.876404494382
"583",2005,1,412,81.7610062893082
"584",2005,1,413,96.3235294117647
"585",2005,1,414,75.8064516129032
"586",2005,1,501,83.1168831168831
"587",2005,1,502,90.1639344262295
"588",2005,2,101,78.0487804878049
"589",2005,2,102,52.3809523809524
"590",2005,2,103,36.3636363636364
"591",2005,2,104,25
"592",2005,2,105,60.6060606060606
"593",2005,2,106,85.2941176470588
"594",2005,2,107,64.5161290322581
"595",2005,2,108,96.3636363636364
"596",2005,2,109,73.6842105263158
"597",2005,2,110,73.9130434782609
"598",2005,2,201,76.0869565217391
"599",2005,2,202,71.4285714285714
"600",2005,2,203,75
"601",2005,2,204,60.8695652173913
"602",2005,2,205,82.6086956521739
"603",2005,2,206,96.2962962962963
"604",2005,2,207,87.5
"605",2005,2,208,75
"606",2005,2,209,35.7142857142857
"607",2005,2,210,95.4545454545455
"608",2005,2,211,87.037037037037
"609",2005,2,212,82.3529411764706
"610",2005,2,213,82.1428571428571
"611",2005,2,214,75
"612",2005,2,216,27.2727272727273
"613",2005,2,217,54.5454545454545
"614",2005,2,218,92.7272727272727
"615",2005,2,301,82.051282051282
"616",2005,2,302,72.3404255319149
"617",2005,2,303,76.1904761904762
"618",2005,2,304,92.3076923076923
"619",2005,2,305,86.3636363636364
"620",2005,2,306,88.8888888888889
"621",2005,2,307,61.1111111111111
"622",2005,2,308,40.7407407407407
"623",2005,2,309,71.4285714285714
"624",2005,2,310,55.2631578947368
"625",2005,2,401,94
"626",2005,2,402,93.5483870967742
"627",2005,2,403,74.2857142857143
"628",2005,2,404,75
"629",2005,2,405,82.258064516129
"630",2005,2,406,95.1219512195122
"631",2005,2,407,96.8253968253968
"632",2005,2,408,89.1891891891892
"633",2005,2,409,91.4285714285714
"634",2005,2,411,97.7272727272727
"635",2005,2,412,93.3333333333333
"636",2005,2,413,96.6666666666667
"637",2005,2,414,97.1428571428571
"638",2005,2,501,91.0714285714286
"639",2005,2,503,98.3870967741936
"640",2008,1,101,71.9745222929936
"641",2008,1,102,59.375
"642",2008,1,103,53.448275862069
"643",2008,1,104,39.6694214876033
"644",2008,1,105,53.4090909090909
"645",2008,1,106,62.5
"646",2008,1,107,82.5242718446602
"647",2008,1,108,88
"648",2008,1,109,66.1764705882353
"649",2008,1,110,71.1711711711712
"650",2008,1,201,81
"651",2008,1,202,70.4545454545455
"652",2008,1,203,61.2903225806452
"653",2008,1,204,54.054054054054
"654",2008,1,205,72.7272727272727
"655",2008,1,206,72.972972972973
"656",2008,1,207,86.4864864864865
"657",2008,1,208,48.4848484848485
"658",2008,1,209,45.679012345679
"659",2008,1,210,84.375
"660",2008,1,211,83.0645161290323
"661",2008,1,212,65.7407407407407
"662",2008,1,213,87.1559633027523
"663",2008,1,214,54.3478260869565
"664",2008,1,215,88.9830508474576
"665",2008,1,216,56.9444444444444
"666",2008,1,217,63.4408602150538
"667",2008,1,218,66.9421487603306
"668",2008,1,301,83.9285714285714
"669",2008,1,302,63.0434782608696
"670",2008,1,303,85.5555555555556
"671",2008,1,304,92.5
"672",2008,1,305,81.4432989690722
"673",2008,1,306,85.3932584269663
"674",2008,1,307,59.4059405940594
"675",2008,1,308,76.4705882352941
"676",2008,1,309,67.1052631578947
"677",2008,1,310,43.2584269662921
"678",2008,1,401,83.125
"679",2008,1,402,78.6206896551724
"680",2008,1,403,73.8636363636364
"681",2008,1,404,78.9473684210526
"682",2008,1,405,85.4166666666667
"683",2008,1,406,94.8979591836735
"684",2008,1,407,87.2727272727273
"685",2008,1,408,85
"686",2008,1,409,88.0952380952381
"687",2008,1,410,90.6976744186046
"688",2008,1,411,96.551724137931
"689",2008,1,412,86.046511627907
"690",2008,1,413,90.2912621359223
"691",2008,1,414,87.3239436619718
"692",2008,1,501,79.6875
"693",2008,1,502,95.6896551724138
"694",2008,1,503,98.989898989899
"695",2008,2,101,52.9411764705882
"696",2008,2,102,51.219512195122
